厔	ささ.えられる と.まる
厖	おおき.い
厘	
厙	
厚	あつ.い あか
厝	といし ま.じる おく
原	はら
厠	かわや
厡	はら もと たず.ねる ゆる.す もと.より
厤	おさ.める
厥	その それ
厦	いえ
厨	くりや
厩	うまや
厪	こや
厫	くら
厭	いや あ.きる いと.う おさ.える
厮	こもの
厯	こよみ
厰	
厲	といし と.ぐ こす.る
厳	おごそ.か きび.しい いか.めしい いつくし
厴	
厵	みなもと
厶	わたくし ござ.る
厷	かいな ひじ まる.い
厸	とな.る となり
厺	さ.る
去	さ.る -さ.る
厽	かべ
叀	つつし.む か.ける
参	まい.る まい- まじわる みつ
參	まい.る まじわる みつ
叅	まい.る まじ.わる みつ
又	また また- また.の-
叉	また
及	およ.ぶ およ.び および およ.ぼす
友	とも
双	ふた たぐい ならぶ ふたつ
反	そ.る そ.らす かえ.す かえ.る -かえ.る
収	おさ.める おさ.まる
叏	わ.ける
叒	したが.う
叓	こと つか.う つか.える
叔	
叕	と.じる つづ.る すみ.やか
取	と.る と.り と.り- とり -ど.り
受	う.ける -う.け う.かる
叙	つい.ず ついで
叚	か.りる か.す
叛	そむ.く
叝	
叞	じょう
叟	おきな
叠	たた.む たたみ かさ.なる
叡	あき.らか
叢	くさむら むら.がる むら
口	くち
古	ふる.い ふる- -ふる.す
句	
另	わか.れる さ.く べつ.の べつ.に
叧	わ.ける さ.く
叨	みだりに
叩	たた.く はた.く すぎ
只	ただ
叫	さけ.ぶ
召	め.す
叭	
叮	
可	-べ.き -べ.し
台	うてな われ つかさ
叱	しか.る
史	
右	みぎ
叴	
叵	でき.ない すこぶる ついに
叶	かな.える かな.う
号	さけ.ぶ よびな
司	つかさど.る
叺	かます
吁	ああ
吂	おいぼ.れる
吃	ども.る
各	おのおの
合	あ.う -あ.う あ.い あい- -あ.い -あい あ.わす あ.わせる -あ.わせる
吉	よし
吊	つ.る つる.す
吋	インチ
同	おな.じ
名	な -な
后	きさき
吏	
吐	は.く つ.く
向	む.く む.い -む.き む.ける -む.け む.かう む.かい む.こう む.こう- むこ むか.い
吒	
吓	おど.す
吚	うめ.く
君	きみ -ぎみ
吝	しわ.い やぶさ.か おし.む
吞	のむ
吟	
吠	ほえ.る ほ.える
吡	そし.る
吤	こえ
否	いな いや
吧	
吨	
吩	ふ.く
吪	うご.く か.える か.わる
含	ふく.む ふく.める
听	ポンド わら.う
吭	のど
吮	す.う
启	ひら.く
吱	
吴	く.れる くれ
吵	さえず.る こえ
吶	ども.る
吸	す.う
吹	ふ.く
吻	くちわき くちさき
吼	ほ.える
吽	ほえ.る
吾	われ わが- あ-
呀	あ
呂	せぼね
呃	な.く
呄	
呆	ほけ.る ぼ.ける あき.れる おろか
呇	
呈	
